Product Description
"Hi! Thanks for your patience as we're working on updating this listing. Please feel free to send us a message with any questions should the listing below be missing any information you need to make an order. 
 Product information:Chandelier Type: Iron ChandelierAdjustable height: 1 (m)Dimensions: 200*270 (mm)Average service life: 10000000 (h)Voltage: 220VIrradiation area: 5㎡ -15㎡Number of light sources: 1~3 Size Information:Lampshade (diameter * height): 20cm*27cmCeiling: Single small disc: 10cmSingle large disc: 30cmLong pole: 50cmPacking list:Chandelier*1"
"Hi! Thanks for your patience as we're working on updating this listing. Please feel free to send us a message with any questions should the listing below be missing any information you need to make an order. 
 Product information:Shade material: ironStyle: modern and simpleVoltage: 220V (V)Lamp holder specifications: E27Dimensions: 150*230 (mm)Light color: black, whiteLight source power: E27*5w (W)Packing list:Wall light*1"
"Hi! Thanks for your patience as we're working on updating this listing. Please feel free to send us a message with any questions should the listing below be missing any information you need to make an order. 
 Product information:Style: modern minimalistLight source type: led lightLamp body material: ironLighting color: 4 heads, 6 heads, 8 headsLight source power: LED three-tone dimming, stepless dimming with remote control (W)Irradiation area: 10㎡ -15㎡Size: Packing 57*35*18CMPacking list:Chandelier*1"
"Hi! Thanks for your patience as we're working on updating this listing. Please feel free to send us a message with any questions should the listing below be missing any information you need to make an order. 
 Product information:Style: EuropeanCeiling lamp type: wrought iron ceiling lampAverage service life: 50000 (h)Shade shape: diamond shapeLight source power: three-color light (W)Irradiation area: 5㎡ -10㎡Dimensions: 280*300 (mm)Features:Hardware paint lamp body, firm and stableHand-blown, transparent and heat-resistant, soft light without glare, dirt-resistant and long-term use without yellowing.Packing list:Ceiling light*1"
"Hi! Thanks for your patience as we're working on updating this listing. Please feel free to send us a message with any questions should the listing below be missing any information you need to make an order. 
 Note:1. The product is taken in kind, but because of lighting problems, pictures may have a slight chromatism.2. Due to the difference between different monitors, the picture may not reflect the actual color of the item. Please consider this before the purchase.3. Please allow slight deviation for the measurement data.Specification:Material: wrought iron aluminumProcess: high temperature baking paint electroplatingLight source: E27 (Dragon Ball Bulb/Edison Bulb)Space: 10-25m2Scene: living room, bedroom, study, dining room, etc.Light source: without light source, with light sourceSpecifications: 4 heads, 6 heads, 8 headsPackage Content:1 x Ceiling light"
"Hi! Thanks for your patience as we're working on updating this listing. Please feel free to send us a message with any questions should the listing below be missing any information you need to make an order. 
 [Hanging wire size]: 1.2M [color]: ash 
[Material]: Glass [Technology]: Blowing [Light source]: E27 lamp head, can use E27 light source such as LED light, energy saving lamp, Edison light source, etc. (variant without light source) [Package]: five layers of kraft paper + foam [Applicable space]: restaurant / bar / dining room / room / creative small space / bar / leisure club"
"Hi! Thanks for your patience as we're working on updating this listing. Please feel free to send us a message with any questions should the listing below be missing any information you need to make an order. 
 Product information:Iron lightingShade material: ironStyle: VintageIntelligence type: no intelligenceVoltage: ≤36V (V)Lamp holder specifications: E27Average service life: 15000 (h)Style: Style 1 Style 2 Style 3 Style 4Shade shape: water pipeVoltage: 110-240V lampshade size 12cmPacking list:Iron lighting*1"
"Hi! Thanks for your patience as we're working on updating this listing. Please feel free to send us a message with any questions should the listing below be missing any information you need to make an order. 
 Product information:Light source type: incandescent lampSwitch type: push buttonAdjustable height: 0.5 (m)Dimensions: 190,200,240 (mm)Style: NordicAverage service life: 30000 (h)Voltage: 220VApplicable places: corridor, living room and bedroom, corridor, courtyard restaurant, kitchenRoom, bathroom entrance balcony, hotel room exhibition...Lamp body material: glassIrradiation area: 5m2 -10m2Light color: A wood grain chandelier, cough wood grain chandelier, C wood grain chandelierLight source power: 40 (W)Chandelier Type: Glass ChandelierLamp shape: fishing line chandelierApplicable people: the publicSpace: RestaurantNumber of heads: single head chandelierShade material: glass"
"Hi! Thanks for your patience as we're working on updating this listing. Please feel free to send us a message with any questions should the listing below be missing any information you need to make an order. 
 Style: NordicColor classification: black white yellow green pinkVoltage: ≤36V (inclusive)Type of chandelier: wrought iron chandelierMaterial: solid wood + ironLength: 10cmWidth: 10cmHeight: 18cmRemarks: with light source"
"Hi! Thanks for your patience as we're working on updating this listing. Please feel free to send us a message with any questions should the listing below be missing any information you need to make an order. 
 Product informationStyle: ChineseLight source type: led lightLamp body material: grass and rattanSwitch type: button typeAdjustable height: 1 (m)Dimensions: 350 (mm)Average service life: 50000 (h)Voltage: 220VLight color: rattan wood color small, rattan wood color medium, coffee gray small, coffee gray medium,Light source power: with light source (W)Applicable places: hallway, bathroom, warehouse, dining room, living room, corridor, balcony, study room, bedroom, courtyard, corridor, exhibition hall, kitchen, hotel roomIrradiation area: 15㎡ -30㎡Number of light sources: 1Main scope of application: hotel roomsShade material: bamboo and rattanpacking list:Chandelier*1"
"Hi! Thanks for your patience as we're working on updating this listing. Please feel free to send us a message with any questions should the listing below be missing any information you need to make an order. 
 Product information:Material: Paper This product is made of paper and is very strong and durable. If you are looking for a minimalist style chandelier shade decoration then this will be the best choice for you. The design is fairly simple and suitable for light decoration.Features：Fine workmanship ensures fine details and a long service life.Suitable for home, bars, cafes, restaurants and other places.Easily decorate your home without worrying about assembly.Also a great housewarming gift for a friend or anyone you love.You just need to cover the bulb with a shade and it can be a very tasteful decoration for a warm home.Packing list:1x lampshade"
"Hi! Thanks for your patience as we're working on updating this listing. Please feel free to send us a message with any questions should the listing below be missing any information you need to make an order. 
 Those nights in the Holidays that lead up to the most exciting time of the year are some of the best family memories. These fun ornament lighting bulb lights will change the environment of any room, adding enough light to be functional, and cozy enough to be a fun family gift. 
 Product information 
 Material: PVC 
Category: Christmas wishing ball 
Craft: Manual 
Colour: Elder, Snowman, Christmas Tree        
Package: Plastic lamp*1 set (10 lamp balls)"
"Hi! Thanks for your patience as we're working on updating this listing. Please feel free to send us a message with any questions should the listing below be missing any information you need to make an order. 
 Product Introduction:Type of pendant lamp: iron pendant lampLight source type: led lampBody material: AcrylicAverage service life: 50000 (h)Voltage: 220VApplicable places: living room, bedroom, dining room, hotel room, exhibition hallExposure area: 15 ㎡ - 30㎡Packing list: 1* Chandelier"
"Hi! Thanks for your patience as we're working on updating this listing. Please feel free to send us a message with any questions should the listing below be missing any information you need to make an order. 
   Light color Gray, white, black. , green [without light bulb]- Adjustable height 1 (m) - Shade material Aluminum 
-Dimensions 100*400(mm)  - Average service life 50000 (h) 
-voltage 220V -Applicable places Study, dining room, bedroom, living room, kitchen -Light body material Aluminum alloySuspension line length 1.2m, adjustable"
"Hi! Thanks for your patience as we're working on updating this listing. Please feel free to send us a message with any questions should the listing below be missing any information you need to make an order. 
 Product information:Style: American CountryChandelier Type: Iron ChandelierIntelligent type: non-intelligentLight source type: incandescent lampLamp body material: ironSwitch type: noneAverage service life: 10000 (h)Voltage: 220VLight source power: sub-black, white, antique (sweeping gold) (W)size：Shade diameter: 29cm height: 21cmCord length: 120cm(Can be lengthened to 200cm for free)Applicable area: 10-15m?Light source interface: E27*1Packing list:Chandelier*1"
"Hi! Thanks for your patience as we're working on updating this listing. Please feel free to send us a message with any questions should the listing below be missing any information you need to make an order. 
 Lamp base material: woodStyle: AmericanSpecification: 120*210Style: T45H bulb 40W white wire with dimming"
"Hi! Thanks for your patience as we're working on updating this listing. Please feel free to send us a message with any questions should the listing below be missing any information you need to make an order. 
 Product information:Color classification: Single-head gold models, single-head chrome models, double-head gold models, double-head chrome models, single-head black models, double-head black modelsWhether to bring a light source: withLight source voltage: 111V~240V (inclusive)Main material of lamp body: ironMain material of lampshade: glassLight source type: LEDNumber of light sources: 1Process: electroplating                   Packing list:Wall lamp x1"
"Hi! Thanks for your patience as we're working on updating this listing. Please feel free to send us a message with any questions should the listing below be missing any information you need to make an order. 
 Product informationShade material: glassCertification: NoneStyle: modern and simpleIntelligence type: no intelligenceVoltage: 111V~240V (inclusive) (V)Lamp holder specifications: E27Main scope of application: Home placesA:Gold bronze color (triangular transparent glass),B: black (triangular transparent glass),C: Double-headed gold bronze (triangular transparent glass),D: Double black (triangular transparent glass),E: gold bronze color (spherical transparent glass),F: black (spherical transparent glass),G: Double-headed gold bronze (round transparent glass),H: Double-headed black (round ball transparent glass),I:Gold bronze color (discus type),J: Black (discus version),K: gold bronze,L: blackPacking listWall light x1"
"Hi! Thanks for your patience as we're working on updating this listing. Please feel free to send us a message with any questions should the listing below be missing any information you need to make an order. 
 Product information:Style: American retroColor classification: small diameter 25 * height 38CM, large diameter 43 * height 38CMVoltage: 111V~240V (included) lampMain material of lampshade: resinAuxiliary material of lampshade: ironWarranty period: 3 yearsExposure area: 10 ㎡ - 15 ㎡Packing list:Lamp*1"
"Hi! Thanks for your patience as we're working on updating this listing. Please feel free to send us a message with any questions should the listing below be missing any information you need to make an order. 
 Product information:(1) Dimensions:Body: 14*42cm Lampshade: 14*20CM Base: 12CM(2) Material: metal, fabric(3) Color: white, black(4) Light source: E27(5) Voltage: 110V -220VPacking list:Table lamp x 1"
"Hi! Thanks for your patience as we're working on updating this listing. Please feel free to send us a message with any questions should the listing below be missing any information you need to make an order. 
 Product information:Size: diameter 22 * 44cmType of light source 	： LED lightLampshade material 	： fabric artDimensions 	： 220*160（mm）Average service life 	： 60000（h）Light color 	： 8031 whitePacking list：Desk lamp*1"
"Hi! Thanks for your patience as we're working on updating this listing. Please feel free to send us a message with any questions should the listing below be missing any information you need to make an order. 
 Size: 16 * 15cm in diameterMaterial: solid wood + wrought iron + glassProcess: Grinding, polishing, cuttingLight source: E27 light sourceApplicable: bedside/bedroom/study/aisle, etcSpace: 5-15 square"
"Hi! Thanks for your patience as we're working on updating this listing. Please feel free to send us a message with any questions should the listing below be missing any information you need to make an order. 
 Product information:Style: modern and simpleIntelligent type: remote control operation, no intelligenceCeiling lamp type: iron ceiling lampVoltage: 220V (V)Light color: round gold diameter 20cm three-color light-changing round black diameter 20cm three-color light-changing, square gold diameter 20cm three-color light-changing, square black diameter 20cm three-color light-changingLight source type: led lightIrradiation area: 5㎡ -10㎡Space: bathroom, entrance, balconyPacking list:iron ceiling lamp*1"
"Hi! Thanks for your patience as we're working on updating this listing. Please feel free to send us a message with any questions should the listing below be missing any information you need to make an order. 
 Application: living room, bedroom, dining roomVoltage: 220V (V)Average service life: 5000 (H)Overall dimension: 250 (mm)Switch type: push button typeLight source type: LED lampLampshade shape: abnormal shapeIrradiation area: 3-5 M2Light color: 25cm / surface style, 35cm / surface styleLight source power: distribution of white light, distribution of warm light (W)Ceiling lamp type: Iron ceiling lampSpace: bathroom, bathroom, children's room"
"Hi! Thanks for your patience as we're working on updating this listing. Please feel free to send us a message with any questions should the listing below be missing any information you need to make an order. 
 Product information:Lamp body material: glassWhether intelligent control: NoModel: E27Input voltage: 220 (V)Can dimming: YesPower: 16W, 12W, 8 W, 6W, 4W, 2WColor temperature: warm yellow 2300K, warm white 2700K, natural light 4000K, positive white 6000KRemote control method: not remote controlPower supply mode: socket power supplyFREE Shipping 5 to 15 days.Vintage industrial wall lamp American loft aisle staircase wall lamp personality restaurant cafe glass wall lampPacking list:Incandescent lamp x1"
"Hi! Thanks for your patience as we're working on updating this listing. Please feel free to send us a message with any questions should the listing below be missing any information you need to make an order. 
 Product information:Lamp shape: roundShade material: syntheticLamp holder material: woodSwitch type: touchVoltage: 5 (V)Style: modern and simpleDimensions: 190*140*38mmColor: white, grayLight color: warm lightPower supply mode: USB power supply"
"Hi! Thanks for your patience as we're working on updating this listing. Please feel free to send us a message with any questions should the listing below be missing any information you need to make an order. 
 Overview：This String is Battery style.  But it without battery because of some deliver rules, please understand.Battery style need AA battery.Made of high quality material, durable for daily use.Continuous work through Battery box.Energy-saving and environmentally friendly.Long lifespan: more than 50000 hours.Easy to decorate your Home, your Life, Christmas, Party, etc.Specification：Specifications:1-20m ordinary plug-in type/remote control plug-in type/normal battery type/battery remote control type/USB typePower supply:The battery type uses 3 AA batteries, and the plug-in type household 220V socketMaterial:1.6mm thick transparent wire, 0.06 watts L .ED lamp beads, plastic stars/hair ballsSize:3 cm diameter of fur balls, 3 cm diameter of starsNursing:Just wipe with a dry towelPackage Content：1x  light"
"Hi! Thanks for your patience as we're working on updating this listing. Please feel free to send us a message with any questions should the listing below be missing any information you need to make an order. 
 Diameter: 65cmHeight :40cmChain length:65cm"
"Hi! Thanks for your patience as we're working on updating this listing. Please feel free to send us a message with any questions should the listing below be missing any information you need to make an order. 
 Product Name: Rechargeable LanternProduct size: 12*12*22CMProduct material: ABSProduct gross weight: 308 gramsProduct input: 5V/1ALED lamp beads: 6 pieces, warm lightProduct power: 3WBattery capacity: 1200 mAhProduct accessories: one English color box (there are English instructions on the box), one product, one meter long USB cableOther matters: charging time is about 4 hours, highlights are always on for about 5 hours, low light is always on for about 24 hours, and night light is always on for about 72 hours. (when using, pointThe highlight is always bright, then hold and let go, adjust the brightness of the light)"
"Hi! Thanks for your patience as we're working on updating this listing. Please feel free to send us a message with any questions should the listing below be missing any information you need to make an order. 
 Model: Iron wire cage chandelierSize: 12*140CMmaterial: metalColor: blackProcess: high temperature baking varnishLight source: E27x 1Packing: 19*19*29Height: suitable for 10~15 square meters"
"Hi! Thanks for your patience as we're working on updating this listing. Please feel free to send us a message with any questions should the listing below be missing any information you need to make an order. 
 Overview:Simple design, simple lifeHeight adjustableStrong wear resistance, safe and firmEnergy-saving and power saving, soft eye protectionSpecification：Lightsource: LEDColor temperature: warm white / cool white / 3 changeable colors1. cool white: no remote control.2. warm white: no remote control.3. 3 colors are available: cool white, natural white, warm white, the color can be adjusted, and the control switch can change from cold light to warm lightThe life expectancy of the light source: 50000 hoursMaterial: aluminum + ironSize:Lamp body: 515 * 115 + 515 * 115mmBase: 260 * 50 * 35mmColor: black / goldPackage Content：1x chandelier"
"Hi! Thanks for your patience as we're working on updating this listing. Please feel free to send us a message with any questions should the listing below be missing any information you need to make an order. 
 Light source type: incandescent lamp; switch type: button type; 
Adjustable height: 1.2 (m) Dimensions 150 (mm); Style: modern and simple; 
Voltage: 220V; Applicable places: living room, bedroom, dining room, exhibition hall; lamp body material: glass; irradiation area: 5㎡ -10㎡; 
Number of light sources: 1; Light color: A, B, C, D 
Light source power: no light source (W); chandelier type: glass chandelier; lamp shape: fishing line chandelier; Intelligent type: non-intelligent; applicable crowd: the general public; space: restaurant;"
"Hi! Thanks for your patience as we're working on updating this listing. Please feel free to send us a message with any questions should the listing below be missing any information you need to make an order. 
 Product informationStyle: light luxuryChandelier Type: Glass ChandelierIntelligent type: non-smartLight source type: led lightLamp body material: glassAdjustable height: 1 (m)Dimensions: 200 (mm)Average service life: 10000 (h)Voltage: 220VPacking listGlass Chandelier*1"
"Hi! Thanks for your patience as we're working on updating this listing. Please feel free to send us a message with any questions should the listing below be missing any information you need to make an order. 
 Lamp holder material: rubber woodItem No.: 517Style: Nordic Japanese modern and simpleProcessing method: LOGO OEMBrand: Minsenhuang LightingModel: MSHT006Size: Φ170MM*H230MMVoltage: 220V3C certificate number: 2018011001067575Specification: Φ170MM*H230MM"
"Hi! Thanks for your patience as we're working on updating this listing. Please feel free to send us a message with any questions should the listing below be missing any information you need to make an order. 
 Minimalist hollow table lamps, creative style iron style, reading lamp, bedroom desk lighting, home decorationBullet points:1. The style is classic and elegant, and it is very decorative.2, suitable for home, hotel, restaurant, KTV and other scenes.3, the light has an energy efficient light source for a longer lifespan4. The light is soft and not obvious, creating a good atmosphere.5. The LED wine bottle light has an iron shell for durability.Features:The style is classic and elegant, and it is very decorative.Suitable for home, hotel, restaurant, KTV and other scenes.The light has an energy efficient light source for a longer lifespan.The light is soft and not glaring, creating a good atmosphereThe iron shell wine bottle, for a sustainable bottle,Description:Style: red wine glass / red wine bottle / hangover bottle / wine jugShell material: wrought ironCopper wire lamp, light source: 20L copper wire lampColor: warm white, light sourcePower supply mode, power supply with three batteries, (without battery)Lamp characteristics: E14Protection Level: IP43Product weight: (approx)Glass of red wine, 250gRed bottle: 380gBath bottle: 390gSeparate jug: 270gProduct size: (approx)Red wine glass: 13 * 13 * 28 cm / 5.12 * 5.12 * 11.02 inchBottle of red wine: 11 * 11 * 30 cm / 4.33 * 4.33 * 11.81 inchesBath bottle: 16 * 16 * 25cm / 6.30 * 6.30 * 9.84 inchSeparate jug: 12 * 12 * 19 cm / 4.72 * 4.72 * 7.48 inches"
"Hi! Thanks for your patience as we're working on updating this listing. Please feel free to send us a message with any questions should the listing below be missing any information you need to make an order. 
 Product informationStyle: NordicChandelier Type: Fabric ChandelierCertification: NoneIntelligent type: non-intelligentLamp body material: woodItem No.: 069Switch type: push buttonAdjustable height: 2 (m)Dimensions: 400 (mm)Brand: BLATAverage service life: 100000 (h)Voltage: 220VLight color: with light source, without light sourceLight source power: 250 white, 250 black, 400 white, 400 black (W)Applicable places: corridors, living rooms, bedrooms, study rooms, corridors, restaurants, hotel roomsPacking listChandelier x1"
"Hi! Thanks for your patience as we're working on updating this listing. Please feel free to send us a message with any questions should the listing below be missing any information you need to make an order. 
 Product information:Model: SY01Material: terrazzo + glass lampshadeLight source: G9 lamp holder*1Applicable: 3-5m2Craft: sanded + hand blown glass lampshadeLight color: terrazzo black, terrazzo white, terrazzo pink, black hole stoneLight source power: white lightApplicable places: living room, bedroom, study, dining roomRemarks: The product size is purely 1-3CM error due to manual measurement, mainly based on the actual sizePacking list:Terrazzo chandelier*1"
"Hi! Thanks for your patience as we're working on updating this listing. Please feel free to send us a message with any questions should the listing below be missing any information you need to make an order. 
 Product information:Shade material: glassStyle: light luxuryVoltage: 220V (V)Dimensions: 15 (mm)Average service life: 500000 (h)Light color: transparent, amber, sootSwitch type: push buttonLight source type: led lightSpace: living room, bedroom, study room, dining room, hallway, commercial spacePacking list: lamp x1"
"Hi! Thanks for your patience as we're working on updating this listing. Please feel free to send us a message with any questions should the listing below be missing any information you need to make an order. 
 Product information:Shade material: AcrylicStyle: modern and simpleIntelligence type: No intelligenceVoltage: 220V (V)Lamp holder specifications: LED lamp beadsLight color: black single head/vertical pattern/tri-color light, black single-head/twill/tri-color light, golden single-head/vertical pattern/tri-color light, golden single-head/twill/tri-color light, black double-head/vertical pattern/tri-color light , Black double-headed/twill/tri-color light, golden double-headed/vertical pattern/tri-color light, gold double-headed/twill/tri-color lightPacking list:Night light*1"
"Hi! Thanks for your patience as we're working on updating this listing. Please feel free to send us a message with any questions should the listing below be missing any information you need to make an order. 
 Product information:Lampshade material: woodStyle: New ChineseSmart Type: No SmartVoltage: 220V (V)Lamp holder specification: E27Main scope of application: home placesAverage service life: 30000 (h)Lighting color: Type A bamboo wall lamp, type B bamboo wall lamp, type C bamboo wall lamp, type D bamboo wall lamp, type E bamboo wall lamp, type F bamboo wall lamp, type G bamboo wall lamp, type H bamboo wall lamp ,I bamboo wall lamp,J bamboo wall lampPacking list:Wall lamp*1"
"Hi! Thanks for your patience as we're working on updating this listing. Please feel free to send us a message with any questions should the listing below be missing any information you need to make an order. 
 Product information:Material: GlassStyle: modern and simpleFeatures: PlatingColour: rose goldPacking list:chandelier*1Product Image:"
"Hi! Thanks for your patience as we're working on updating this listing. Please feel free to send us a message with any questions should the listing below be missing any information you need to make an order. 
 Product information:Style: NordicChandelier Type: Iron ChandelierLight source type: led lightLamp body material: ironVoltage: 220VLight color: Coarse style-small with holes, thick style-large with holes, thick style-small smooth, thick style-large smooth, fine style-white terrazzo, fine style-black terrazzo, fine style-red terrazzo , Fine section-yellow terrazzo, fine section-cement colorLight source power: warm light (W)Applicable places: bedroom, study room, restaurant, bar, hotel room, exhibition hall, warehouseIrradiation area: 3㎡ -5㎡Lamp shape: fishing line chandelierApplicable people: the publicNumber of heads: single head chandelierPacking list:Chandelier*1"
